key,designer,season,year,category,city,section,width,height,size,aesthetic,tags,url,filename,shard
0002832,Basso & Brooke,Spring,2007,Ready-to-Wear,,Collection,320,480,40309,4.53,"['Barbara Fialho' 'Mannequin' 'Clothing' 'Apparel' 'Fashion' 'Female'
 'Person' 'Dress' 'Human' 'Woman' 'Robe']",https://assets.vogue.com/photos/55c6517208298d8be221c5c6/00270m.jpg,0002832_Basso & Brooke - Spring 2007 Ready-to-Wear [Collection].jpg,0
0642496,Yohji Yamamoto,Fall,2007,Ready-to-Wear,,Collection,320,480,35655,5.02,"['Kirsty Hume' 'Polka Dot' 'Performer' 'Clothing' 'Apparel' 'Costume'
 'Texture' 'Female' 'Person' 'Dress' 'Human']",https://assets.vogue.com/photos/55c6517a08298d8be2225b55/00210m.jpg,0642496_Yohji Yamamoto - Fall 2007 Ready-to-Wear [Collection].jpg,64
0640314,Richard Chai Love,Spring,2007,Ready-to-Wear,,Collection,320,480,26133,3.87,"['Clothing' 'Overcoat' 'Apparel' 'Blazer' 'Female' 'Jacket' 'Person'
 'Human' 'Coat' 'Suit']",https://assets.vogue.com/photos/55c6517108298d8be221b4be/00170m.jpg,0640314_Richard Chai Love - Spring 2007 Ready-to-Wear [Collection].jpg,64
0648488,Hermès,Spring,2007,Ready-to-Wear,,Collection,320,480,44103,4.45,"['Photographer' 'Accessories' 'Sunglasses' 'Accessory' 'Paparazzi'
 'Clothing' 'Apparel' 'Person' 'Human']",https://assets.vogue.com/photos/55c6517408298d8be221f1a4/00330m.jpg,0648488_Hermès - Spring 2007 Ready-to-Wear [Collection].jpg,64
0966062,Calvin Klein Collection,Spring,2007,Menswear,,Collection,320,480,20352,4.8,"['Clothing' 'Overcoat' 'Apparel' 'Blazer' 'Female' 'Jacket' 'Person'
 'Runway' 'Sleeve' 'Human' 'Coat' 'Suit' 'Man']",https://assets.vogue.com/photos/55c6516d08298d8be2216b32/00280m.jpg,0966062_Calvin Klein Collection - Spring 2007 Menswear [Collection].jpg,96
0965096,Christian Dior,Fall,2007,Couture,,Collection,320,480,33559,5.6,"['Wedding Gown' 'Clothing' 'Apparel' 'Fashion' 'Wedding' 'Female' 'Person'
 'Dress' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6517e08298d8be222a096/58m.jpg,0965096_Christian Dior - Fall 2007 Couture [Collection].jpg,96
0642288,Phi,Spring,2007,Ready-to-Wear,,Collection,320,480,42670,4.82,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6517208298d8be221bae3/00200m.jpg,0642288_Phi - Spring 2007 Ready-to-Wear [Collection].jpg,64
0320673,Chanel,Spring,2007,Couture,,Collection,320,480,22961,4.56,['Long Sleeve' 'Clothing' 'Apparel' 'Person' 'Sleeve' 'Human' 'Pants'],https://assets.vogue.com/photos/55c6517508298d8be222041e/00140m.jpg,0320673_Chanel - Spring 2007 Couture [Collection].jpg,32
0647777,Karl Lagerfeld,Spring,2007,Ready-to-Wear,,Collection,320,480,28069,5.21,['Clothing' 'Apparel' 'Person' 'Runway' 'Human' 'Pants'],https://assets.vogue.com/photos/55c6517408298d8be221e499/00360m.jpg,0647777_Karl Lagerfeld - Spring 2007 Ready-to-Wear [Collection].jpg,64
0001333,Louis Vuitton,Fall,2007,Menswear,,Collection,320,480,19887,4.52,"['Clothing' 'Overcoat' 'Apparel' 'Blazer' 'Female' 'Jacket' 'Person'
 'Human' 'Woman' 'Coat' 'Suit' 'Man']",https://assets.vogue.com/photos/55c6517608298d8be2220917/00480m.jpg,0001333_Louis Vuitton - Fall 2007 Menswear [Collection].jpg,0
0961538,Michael Bastian,Fall,2007,Menswear,,Collection,320,480,17235,4.56,"['Friedrich Mücke' 'Clothing' 'Overcoat' 'Apparel' 'Costume' 'Jacket'
 'Person' 'Human' 'Pants' 'Coat' 'Boy']",https://assets.vogue.com/photos/55c6517808298d8be2222c63/00280m.jpg,0961538_Michael Bastian - Fall 2007 Menswear [Collection].jpg,96
0641812,Narciso Rodriguez,Fall,2007,Ready-to-Wear,,Collection,320,480,33605,4.15,['Clothing' 'Raincoat' 'Apparel' 'Person' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517708298d8be222261c/00320m.jpg,0641812_Narciso Rodriguez - Fall 2007 Ready-to-Wear [Collection].jpg,64
0328844,Gucci,Spring,2007,Menswear,,Collection,320,480,46219,5.2,"['Long Sleeve' 'Clothing' 'Apparel' 'Female' 'Jacket' 'Person' 'Sleeve'
 'Human' 'Pants' 'Coat']",https://assets.vogue.com/photos/55c6516d08298d8be221699c/00110m.jpg,0328844_Gucci - Spring 2007 Menswear [Collection].jpg,32
0325546,Michon Schur,Spring,2007,Ready-to-Wear,,Collection,320,480,25651,4.15,"['Emanuela de Paula' 'Evening Dress' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Dress' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6517108298d8be221b759/00190m.jpg,0325546_Michon Schur - Spring 2007 Ready-to-Wear [Collection].jpg,32
0002358,Maison Margiela,Fall,2007,Menswear,,Collection,320,480,21870,4.79,['Clothing' 'Apparel' 'Blazer' 'Jacket' 'Person' 'Human' 'Pants' 'Coat'],https://assets.vogue.com/photos/55c6517608298d8be222121b/00100m.jpg,0002358_Maison Margiela - Fall 2007 Menswear [Collection].jpg,0
0004695,Noir,Fall,2007,Ready-to-Wear,,Collection,320,480,33949,4.31,['Clothing' 'Overcoat' 'Apparel' 'Person' 'Runway' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517808298d8be2223aa5/00240m.jpg,0004695_Noir - Fall 2007 Ready-to-Wear [Collection].jpg,0
0965500,L.A.M.B.,Spring,2007,Ready-to-Wear,,Collection,320,480,17988,4.21,"['Clothing' 'Overcoat' 'Apparel' 'Blazer' 'Female' 'Jacket' 'Person'
 'Shorts' 'Human' 'Woman' 'Coat' 'Suit']",https://assets.vogue.com/photos/55c6517208298d8be221bf33/00300m.jpg,0965500_L.A.M.B. - Spring 2007 Ready-to-Wear [Collection].jpg,96
0968802,Andreas Kronthaler for Vivienne Westwood,Fall,2007,Ready-to-Wear,,Collection,320,480,30716,3.81,"['Heather Marks' 'Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Human']",https://assets.vogue.com/photos/55c6517a08298d8be2225bb9/00130m.jpg,0968802_Andreas Kronthaler for Vivienne Westwood - Fall 2007 Ready-to-Wear [Collection].jpg,96
0642601,Etro,Fall,2007,Ready-to-Wear,,Collection,320,480,25561,5.01,['Clothing' 'Apparel' 'Person' 'Runway' 'Sleeve' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517908298d8be2224728/00430m.jpg,0642601_Etro - Fall 2007 Ready-to-Wear [Collection].jpg,64
0320132,Viktor & Rolf,Fall,2007,Ready-to-Wear,,Collection,320,480,42794,5.59,"['Emina Cunmulaj' 'Clothing' 'Apparel' 'Costume' 'Fashion' 'Blouse'
 'Cloak' 'Dress' 'Cape']",https://assets.vogue.com/photos/55c6517a08298d8be2225a31/00340m.jpg,0320132_Viktor & Rolf - Fall 2007 Ready-to-Wear [Collection].jpg,32
0967480,Carlos Miele,Fall,2007,Ready-to-Wear,,Collection,320,480,22726,4.41,"['Anouck Lepère' 'Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Female'
 'Person' 'Runway' 'Dress' 'Human' 'Gown']",https://assets.vogue.com/photos/55c6517708298d8be222295d/00020m.jpg,0967480_Carlos Miele - Fall 2007 Ready-to-Wear [Collection].jpg,96
0005427,Ferragamo,Spring,2007,Ready-to-Wear,,Collection,320,480,28031,4.74,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Human']",https://assets.vogue.com/photos/55c6517208298d8be221ca05/00150m.jpg,0005427_Ferragamo - Spring 2007 Ready-to-Wear [Collection].jpg,0
0003426,Ralph Lauren,Spring,2007,Menswear,,Collection,320,480,15692,5.04,"['Home Decor' 'Clothing' 'Apparel' 'Blazer' 'Jacket' 'Person' 'Human'
 'Khaki' 'Linen' 'Coat']",https://assets.vogue.com/photos/55c6517208298d8be221c8be/00250m.jpg,0003426_Ralph Lauren - Spring 2007 Menswear [Collection].jpg,0
0642462,Lela Rose,Spring,2007,Ready-to-Wear,,Collection,320,480,24285,3.57,"['Fabiana Semprebom' 'Home Decor' 'Clothing' 'Apparel' 'Fashion' 'Female'
 'Person' 'Dress' 'Human' 'Linen' 'Woman']",https://assets.vogue.com/photos/55c6517008298d8be221a494/00240m.jpg,0642462_Lela Rose - Spring 2007 Ready-to-Wear [Collection].jpg,64
0002567,Viktor & Rolf,Spring,2007,Ready-to-Wear,,Collection,320,480,37952,4.59,['Clothing' 'Apparel' 'Blouse' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6517308298d8be221db77/00200m.jpg,0002567_Viktor & Rolf - Spring 2007 Ready-to-Wear [Collection].jpg,0
0965899,Elie Saab,Spring,2007,Ready-to-Wear,,Collection,320,480,44577,4.97,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6517508298d8be221f436/00140m.jpg,0965899_Elie Saab - Spring 2007 Ready-to-Wear [Collection].jpg,96
0325423,Burberry,Fall,2007,Ready-to-Wear,,Collection,320,480,22800,4.3,"['Long Sleeve' 'Clothing' 'Apparel' 'Female' 'Person' 'Runway' 'Sleeve'
 'Dress' 'Human']",https://assets.vogue.com/photos/55c6517908298d8be22245b2/00320m.jpg,0325423_Burberry - Fall 2007 Ready-to-Wear [Collection].jpg,32
0002157,Paul Smith,Spring,2007,Ready-to-Wear,,Collection,320,480,18787,4.37,['Clothing' 'Apparel' 'Blazer' 'Jacket' 'Person' 'Runway' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517208298d8be221c3e6/00020m.jpg,0002157_Paul Smith - Spring 2007 Ready-to-Wear [Collection].jpg,0
0963348,Christian Lacroix,Fall,2007,Ready-to-Wear,,Collection,320,480,26795,4.8,['Clothing' 'Overcoat' 'Apparel' 'Person' 'Runway' 'Sleeve' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517b08298d8be222632e/00220m.jpg,0963348_Christian Lacroix - Fall 2007 Ready-to-Wear [Collection].jpg,96
0641532,Max Mara,Spring,2007,Ready-to-Wear,,Collection,320,480,28431,4.76,['Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6517308298d8be221d4f5/00490m.jpg,0641532_Max Mara - Spring 2007 Ready-to-Wear [Collection].jpg,64
0000217,Kai Kühne,Fall,2007,Ready-to-Wear,,Collection,320,480,39939,3.22,['Cassidy Freeman' 'Clothing' 'Apparel' 'Person' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517808298d8be22232b6/00210m.jpg,0000217_Kai Kühne - Fall 2007 Ready-to-Wear [Collection].jpg,0
0008273,Daks by Giles Deacon,Fall,2007,Ready-to-Wear,,Collection,320,480,30220,3.92,['Long Sleeve' 'Clothing' 'Apparel' 'Person' 'Sleeve' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517a08298d8be222504c/00250m.jpg,0008273_Daks by Giles Deacon - Fall 2007 Ready-to-Wear [Collection].jpg,0
0645795,Neil Barrett,Spring,2007,Menswear,,Collection,320,480,30580,4.88,['Clothing' 'Apparel' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6516d08298d8be2216697/00170m.jpg,0645795_Neil Barrett - Spring 2007 Menswear [Collection].jpg,64
0328038,Christopher Kane,Spring,2007,Ready-to-Wear,,Collection,320,480,25375,4.5,"['Vlada Roslyakova' 'Clothing' 'Apparel' 'Female' 'Person' 'Human' 'Skirt'
 'Woman']",https://assets.vogue.com/photos/55c6517208298d8be221c597/00130m.jpg,0328038_Christopher Kane - Spring 2007 Ready-to-Wear [Collection].jpg,32
0647965,Chanel,Resort,2007,,,Collection,320,480,43560,4.33,"['Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Shoe']",https://assets.vogue.com/photos/55c6517c08298d8be2227604/0011m.jpg,0647965_Chanel - Resort 2007 [Collection].jpg,64
0325501,Ruffian,Fall,2007,Ready-to-Wear,,Collection,320,480,35907,4.35,"['Long Sleeve' 'Clothing' 'Apparel' 'Blouse' 'Female' 'Person' 'Sleeve'
 'Dress' 'Human' 'Pants']",https://assets.vogue.com/photos/55c6517608298d8be2221276/00060m.jpg,0325501_Ruffian - Fall 2007 Ready-to-Wear [Collection].jpg,32
0640966,Michael Bastian,Fall,2007,Menswear,,Collection,320,480,14356,4.51,"['Clothing' 'Overcoat' 'Apparel' 'Costume' 'Person' 'Tuxedo' 'Human'
 'Coat' 'Suit' 'Man']",https://assets.vogue.com/photos/55c6517808298d8be2222b82/00030m.jpg,0640966_Michael Bastian - Fall 2007 Menswear [Collection].jpg,64
0009332,Valentino,Spring,2007,Ready-to-Wear,,Collection,320,480,19198,4.75,"['Snejana Onopka' 'Accessories' 'Accessory' 'Clothing' 'Apparel' 'Handbag'
 'Female' 'Person' 'Dress' 'Human' 'Bag']",https://assets.vogue.com/photos/55c6517408298d8be221e4d2/00130m.jpg,0009332_Valentino - Spring 2007 Ready-to-Wear [Collection].jpg,0
0005272,Jovovich-Hawk,Fall,2007,Ready-to-Wear,,Collection,320,480,48232,5.43,['Furniture' 'Person' 'Chair' 'Human'],https://assets.vogue.com/photos/55c6517708298d8be2222181/00050m.jpg,0005272_Jovovich-Hawk - Fall 2007 Ready-to-Wear [Collection].jpg,0
0642013,Threeasfour,Spring,2007,Ready-to-Wear,,Collection,2135,3203,816221,4.81,"['Audience' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Crowd'
 'Human']",https://assets.vogue.com/photos/5d542c566c91e50008497611/spring-2007-threeasfour-ready-to-wear-00280h.jpg,0642013_Threeasfour - Spring 2007 Ready-to-Wear [Collection].jpg,64
0327905,Alessandro Dell'Acqua,Spring,2007,Ready-to-Wear,,Collection,320,480,31890,4.71,['Clothing' 'Footwear' 'Apparel' 'Person' 'Runway' 'Human' 'Skirt' 'Shoe'],https://assets.vogue.com/photos/55c6517308298d8be221d092/00100m.jpg,0327905_Alessandro Dell'Acqua - Spring 2007 Ready-to-Wear [Collection].jpg,32
0642990,Betsey Johnson,Fall,2008,Ready-to-Wear,,Collection,320,480,25412,4.92,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Dress'
 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6518808298d8be22352d3/00070m.jpg,0642990_Betsey Johnson - Fall 2008 Ready-to-Wear [Collection].jpg,64
0009917,Roland Mouret,Pre-Fall,2008,,,Collection,320,480,16266,4.48,"['Long Sleeve' 'Clothing' 'Apparel' 'Female' 'Person' 'Sleeve' 'Dress'
 'Human' 'Woman']",https://assets.vogue.com/photos/55c6518608298d8be2233e6d/01m.jpg,0009917_Roland Mouret - Pre-Fall 2008 [Collection].jpg,0
0648647,Burberry,Spring,2008,Ready-to-Wear,,Collection,320,480,28124,4.64,['Clothing' 'Overcoat' 'Apparel' 'Person' 'Runway' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6518208298d8be222e542/00470m.jpg,0648647_Burberry - Spring 2008 Ready-to-Wear [Collection].jpg,64
0965359,Miu Miu,Spring,2008,Menswear,,Collection,320,480,40812,4.4,"['Accessories' 'Clothing' 'Overcoat' 'Apparel' 'Blazer' 'Jacket' 'Person'
 'Tuxedo' 'Human' 'Coat' 'Suit' 'Tie']",https://assets.vogue.com/photos/55c6517e08298d8be222a843/00060m.jpg,0965359_Miu Miu - Spring 2008 Menswear [Collection].jpg,96
0003302,Iceberg,Fall,2008,Ready-to-Wear,,Collection,320,480,27851,4.71,"['Suvi Koponen' 'Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Runway'
 'Sleeve' 'Dress' 'Human']",https://assets.vogue.com/photos/55c6518a08298d8be2238787/00250m.jpg,0003302_Iceberg - Fall 2008 Ready-to-Wear [Collection].jpg,0
0321621,Karl Lagerfeld,Spring,2008,Ready-to-Wear,,Collection,320,480,48436,5.79,['Spotlight' 'Lighting' 'Person' 'Human' 'LED'],https://assets.vogue.com/photos/55c6518308298d8be2230429/00370m.jpg,0321621_Karl Lagerfeld - Spring 2008 Ready-to-Wear [Collection].jpg,32
0968190,DKNY,Fall,2008,Ready-to-Wear,,Collection,320,480,34305,4.23,['Clothing' 'Apparel' 'Fashion' 'Person' 'Human'],https://assets.vogue.com/photos/55c6518708298d8be2234adf/00180m.jpg,0968190_DKNY - Fall 2008 Ready-to-Wear [Collection].jpg,96
0003383,Missoni,Spring,2008,Ready-to-Wear,,Collection,320,480,28137,4.44,"['Behati Prinsloo' 'Home Decor' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Human' 'Linen']",https://assets.vogue.com/photos/55c6518208298d8be222eb31/00310m.jpg,0003383_Missoni - Spring 2008 Ready-to-Wear [Collection].jpg,0
0642354,3.1 Phillip Lim,Fall,2008,Ready-to-Wear,,Collection,320,480,36807,5.34,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Female' 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c6518908298d8be223685b/00060m.jpg,0642354_3.1 Phillip Lim - Fall 2008 Ready-to-Wear [Collection].jpg,64
0001871,Undercover,Spring,2008,Ready-to-Wear,,Collection,320,480,36596,4.74,['Clothing' 'Apparel' 'Person' 'Runway' 'Shorts' 'Sleeve' 'Human'],https://assets.vogue.com/photos/55c6518308298d8be222fb45/00140m.jpg,0001871_Undercover - Spring 2008 Ready-to-Wear [Collection].jpg,0
0327543,Sophia Kokosalaki,Fall,2008,Ready-to-Wear,,Collection,320,480,13565,4.38,"['Long Sleeve' 'Clothing' 'Overcoat' 'Apparel' 'Female' 'Person' 'Sleeve'
 'Dress' 'Human' 'Coat' 'Suit']",https://assets.vogue.com/photos/55c6518c08298d8be223a207/00300m.jpg,0327543_Sophia Kokosalaki - Fall 2008 Ready-to-Wear [Collection].jpg,32
0009975,Naeem Khan,Fall,2008,Ready-to-Wear,,Collection,320,480,40069,4.61,['Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Runway' 'Dress' 'Human'],https://assets.vogue.com/photos/55c6518908298d8be2236a08/00120m.jpg,0009975_Naeem Khan - Fall 2008 Ready-to-Wear [Collection].jpg,0
0969481,Saint Laurent,Fall,2008,Ready-to-Wear,,Collection,320,480,24384,4.49,['Clothing' 'Apparel' 'Female' 'Person' 'Runway' 'Dress' 'Human'],https://assets.vogue.com/photos/55c6518c08298d8be223a1c7/00050m.jpg,0969481_Saint Laurent - Fall 2008 Ready-to-Wear [Collection].jpg,96
0327449,Valentino,Spring,2008,Couture,,Collection,320,480,56388,4.82,"['Evening Dress' 'Linda Vojtov' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6518608298d8be2233cf0/00190m.jpg,0327449_Valentino - Spring 2008 Couture [Collection].jpg,32
0645626,Andrew Gn,Fall,2008,Ready-to-Wear,,Collection,320,480,26553,4.77,"['Evening Dress' 'Jamie Eason' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Dress' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6518b08298d8be2239a20/00520m.jpg,0645626_Andrew Gn - Fall 2008 Ready-to-Wear [Collection].jpg,64
0320321,Jason Wu Collection,Spring,2008,Ready-to-Wear,,Collection,320,480,34697,4.68,"['Taylor Bagley' 'Clothing' 'Overcoat' 'Apparel' 'Female' 'Person'
 'Runway' 'Human' 'Coat']",https://assets.vogue.com/photos/55c6517f08298d8be222acbb/00070m.jpg,0320321_Jason Wu Collection - Spring 2008 Ready-to-Wear [Collection].jpg,32
0967937,Central Saint Martins,Fall,2008,Ready-to-Wear,,Collection,320,480,20945,4.72,['Long Sleeve' 'Clothing' 'Apparel' 'Costume' 'Person' 'Sleeve' 'Human'],https://assets.vogue.com/photos/55c6518a08298d8be223795d/01090m.jpg,0967937_Central Saint Martins - Fall 2008 Ready-to-Wear [Collection].jpg,96
0321928,United Bamboo,Spring,2008,Ready-to-Wear,,Collection,320,480,24771,4.96,"['Long Sleeve' 'Clothing' 'Apparel' 'Jacket' 'Person' 'Runway' 'Sleeve'
 'Human' 'Coat']",https://assets.vogue.com/photos/55c6518008298d8be222bfd3/00380m.jpg,0321928_United Bamboo - Spring 2008 Ready-to-Wear [Collection].jpg,32
0643380,Christian Dior,Resort,2008,,,Collection,320,480,30124,4.54,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6517c08298d8be22277ad/00090m.jpg,0643380_Christian Dior - Resort 2008 [Collection].jpg,64
0645951,Monique Lhuillier,Fall,2008,Ready-to-Wear,,Collection,320,480,25426,4.4,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Sleeve'
 'Dress' 'Human' 'Woman' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6518808298d8be2235b93/00010m.jpg,0645951_Monique Lhuillier - Fall 2008 Ready-to-Wear [Collection].jpg,64
0325921,Gucci,Fall,2008,Ready-to-Wear,,Collection,320,480,51272,5.47,['Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6518a08298d8be223874f/00160m.jpg,0325921_Gucci - Fall 2008 Ready-to-Wear [Collection].jpg,32
0004757,6267,Fall,2008,Ready-to-Wear,,Collection,320,480,37036,4.36,['Clothing' 'Apparel' 'Female' 'Person' 'Runway' 'Dress' 'Human' 'Woman'],https://assets.vogue.com/photos/55c6518a08298d8be22385df/00250m.jpg,0004757_6267 - Fall 2008 Ready-to-Wear [Collection].jpg,0
0003391,Barbara Tfank,Fall,2008,Ready-to-Wear,,Collection,320,480,23652,4.39,['Trench Coat' 'Clothing' 'Overcoat' 'Apparel' 'Person' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6518808298d8be223609c/00140m.jpg,0003391_Barbara Tfank - Fall 2008 Ready-to-Wear [Collection].jpg,0
0328720,Louis Vuitton,Spring,2008,Menswear,,Collection,320,480,32663,4.78,"['Tim Abromaitis' 'Furniture' 'Clothing' 'Apparel' 'Blazer' 'Jacket'
 'Person' 'Chair' 'Human' 'Coat' 'Room']",https://assets.vogue.com/photos/55c6517d08298d8be2229837/00680m.jpg,0328720_Louis Vuitton - Spring 2008 Menswear [Collection].jpg,32
0009804,Erdem,Spring,2008,Ready-to-Wear,,Collection,320,480,30568,4.13,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Female'
 'Person' 'Runway' 'Dress' 'Human']",https://assets.vogue.com/photos/55c6518108298d8be222e0a8/00180m.jpg,0009804_Erdem - Spring 2008 Ready-to-Wear [Collection].jpg,0
0327011,Ann Demeulemeester,Fall,2008,Menswear,,Collection,320,480,42356,5.59,"['Clothing' 'Overcoat' 'Apparel' 'Fashion' 'Blazer' 'Female' 'Jacket'
 'Person' 'Runway' 'Human' 'Coat' 'Suit']",https://assets.vogue.com/photos/55c6518608298d8be22331e0/00290m.jpg,0327011_Ann Demeulemeester - Fall 2008 Menswear [Collection].jpg,32
0648769,La Perla,Spring,2008,Ready-to-Wear,,Collection,320,480,33575,4.62,"['Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Runway' 'Dress' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6518208298d8be222e7ce/00420m.jpg,0648769_La Perla - Spring 2008 Ready-to-Wear [Collection].jpg,64
0325566,Benjamin Cho,Spring,2008,Ready-to-Wear,,Collection,320,480,15906,5.01,"['Clothing' 'Overcoat' 'Apparel' 'Blazer' 'Female' 'Jacket' 'Person'
 'Human' 'Woman' 'Coat' 'Suit']",https://assets.vogue.com/photos/55c6518008298d8be222c45d/00230m.jpg,0325566_Benjamin Cho - Spring 2008 Ready-to-Wear [Collection].jpg,32
0329036,Malo,Spring,2008,Ready-to-Wear,,Collection,320,480,20673,3.34,"['Long Sleeve' 'Clothing' 'Apparel' 'Blouse' 'Monica' 'Person' 'Sleeve'
 'Human']",https://assets.vogue.com/photos/55c6518008298d8be222cf86/00080m.jpg,0329036_Malo - Spring 2008 Ready-to-Wear [Collection].jpg,32
0323762,Ann Demeulemeester,Spring,2008,Ready-to-Wear,,Collection,320,480,40796,5.08,"['Aneurin Barnard' 'Clothing' 'Apparel' 'Fashion' 'Female' 'Person'
 'Runway' 'Dress' 'Human' 'Woman']",https://assets.vogue.com/photos/55c6518308298d8be2230279/00250m.jpg,0323762_Ann Demeulemeester - Spring 2008 Ready-to-Wear [Collection].jpg,32
0647354,Duckie Brown,Spring,2008,Menswear,,Collection,320,480,22259,3.74,['Long Sleeve' 'Clothing' 'Apparel' 'Blouse' 'Person' 'Sleeve' 'Human'],https://assets.vogue.com/photos/55c6517f08298d8be222b185/00280m.jpg,0647354_Duckie Brown - Spring 2008 Menswear [Collection].jpg,64
0324738,Balenciaga,Spring,2008,Ready-to-Wear,,Collection,320,480,51641,5.12,"['Clothing' 'Footwear' 'Apparel' 'Costume' 'Blouse' 'Female' 'Person'
 'Runway' 'Human']",https://assets.vogue.com/photos/55c6518308298d8be222fe3e/00130m.jpg,0324738_Balenciaga - Spring 2008 Ready-to-Wear [Collection].jpg,32
0004759,Brian Reyes,Spring,2008,Ready-to-Wear,,Collection,320,480,36305,4.12,['Clothing' 'Footwear' 'Apparel' 'Person' 'Human' 'Skirt' 'Shoe'],https://assets.vogue.com/photos/55c6518008298d8be222c13f/00210m.jpg,0004759_Brian Reyes - Spring 2008 Ready-to-Wear [Collection].jpg,0
0966926,L.A.M.B.,Spring,2008,Ready-to-Wear,,Collection,320,480,28671,4.54,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Person'
 'Runway' 'Human']",https://assets.vogue.com/photos/55c6517f08298d8be222b13b/00040m.jpg,0966926_L.A.M.B. - Spring 2008 Ready-to-Wear [Collection].jpg,96
0966006,D&G,Fall,2008,Ready-to-Wear,,Collection,320,480,39022,4.83,['Clothing' 'Apparel' 'Female' 'Person' 'Tartan' 'Human' 'Plaid' 'Skirt'],https://assets.vogue.com/photos/55c6518a08298d8be2237e88/00300m.jpg,0966006_D&G - Fall 2008 Ready-to-Wear [Collection].jpg,96
0005415,Givenchy,Fall,2008,Ready-to-Wear,,Collection,320,480,25150,4.68,['Clothing' 'Overcoat' 'Apparel' 'Person' 'Runway' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6518b08298d8be2239bae/00030m.jpg,0005415_Givenchy - Fall 2008 Ready-to-Wear [Collection].jpg,0
0007739,Vena Cava,Spring,2008,Ready-to-Wear,,Collection,320,480,23476,5.06,['Damla Sönmez' 'Clothing' 'Apparel' 'Person' 'Dress' 'Human' 'Pants'],https://assets.vogue.com/photos/55c6517f08298d8be222aeb5/00020m.jpg,0007739_Vena Cava - Spring 2008 Ready-to-Wear [Collection].jpg,0
0002242,John Galliano,Fall,2008,Ready-to-Wear,,Collection,320,480,40546,4.39,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6518c08298d8be223a9c9/00500m.jpg,0002242_John Galliano - Fall 2008 Ready-to-Wear [Collection].jpg,0
